Date,Narration,Withdrawal_Amt,True_Category
25/03/2025,UPI-RAJ MEDICAL STORES-GPAY-24109151717@ OKBIZAXIS-UTIB0000553-896180305257-PAYME NT FROM PHONE,1569.01,Healthcare
25/03/2025,UPI-KWATRA-IBKPOS.EP766384@ICICI-ICIC000 9491-648976945425-PAYMENT FROM PHONE,4662.8,Transfers
25/03/2025,UPI-KALA KUNJ KOTA-VYAPAR.134296762265@H DFCBANK-HDFC0MERUPI-445651507669-PAYMENT FROM PHONE,29418.17,Transfers
26/03/2025,UPI-BPCL UFILL 5-PAYTMQR16647061@PAYTM-YE SB0PTMUPI-889836775834-PAYMENT FROM PHON E,1017.45,Transport
26/03/2025,UPI-UBER-8517660840@HDFCBANK HDFC0MERUPI-428406850353-RIDE PAYMENT,1388.32,Transport
26/03/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL31@ OKSBI-BKID0008860-752142888325-PAYMENT F ROM PHONE,38640.11,Transfers
27/03/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.31368176 6036@HDFCBANK-HDFC0MERUPI-689561612163-P AYMENT FROM PHONE,636.05,Groceries
27/03/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-607276328730-PAYMENT FOR 100006,244.62,Transport
27/03/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S96411@PT Y-YESB0MCHUPI-692701975943-PAYMENT FROM PHONE,24564.2,Transfers
27/03/2025,UPI-MAHESH KUMAR MALI-7641113193@YBL-SBI N0030057-729322226170-PAYMENT FROM PHONE,735.96,Transfers
28/03/2025,UPI-JABIR HUSAIN TAI-9029394129@YBL-SBIN 43822-891867646035-PAYMENT FROM PHONE,29151.98,Transfers
28/03/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-571060122773-PAYMENT FROM PHONE,5464.86,Transfers
01/04/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-384128602669-UPIINTENT,53.44,Food & Dining
01/04/2025,UPI-RAJ MEDICAL STORES-GPAY-69271277972@ OKBIZAXIS-UTIB0000553-901139848962-PAYME NT FROM PHONE,1096.77,Healthcare
01/04/2025,ACH/ICICI BANK/EMI/PERSONAL LOAN,9527.97,EMI & Loans
02/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 941322.RZP@RXAXIS-UTIB0000RZP-405830942095 72-PAYMENT FROM PHONE,794.03,Groceries
02/04/2025,ACH/JIO/RECHARGE/4G PLAN,1021.64,Bills & Utilities
03/04/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-434949480963-UPI INTENT,6522.82,Shopping
03/04/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL88@ OKSBI-BKID0008860-143182863109-PAYMENT F ROM PHONE,6134.84,Transfers
04/04/2025,UPI-SWIGGY-8057109543@HDFCBANK-HDFC0MERUP I-659766629666-SWIGGY FOOD,319.19,Food & Dining
04/04/2025,UPI-CHAAYOS-8095427514@HDFCBANK HDFC0MERUPI-943110898068-PAYMENT FROM PHONE,339.57,Food & Dining
04/04/2025,UPI-MAHESH KUMAR MALI-8492475338@YBL-SBI N0030057-671232762150-PAYMENT FROM PHONE,16268.83,Transfers
05/04/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-525667495636-UPIINTENT,126.46,Food & Dining
05/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-106255225009-PAYMENT FOR 100006,1656.39,Transport
05/04/2025,UPI-AMAZON PAY-8102762302@AMAZON UTIB0000100-942035312738-ORDER PAYMENT,6226.68,Shopping
05/04/2025,UPI-ETISHA MITTAL-9332318987-4@AXL-UBIN0 637646-333733104124-PAYMENT FROM PHONE,19436.24,Transfers
06/04/2025,UPI-DELHI WATCH ELECTR-GPAY-5752861317 23@OKBIZAXIS-UTIB0000553-543554516766-PAY MENT FROM PHONE,3163.43,Shopping
06/04/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-716418450904-UPIQR,236.74,Shopping
06/04/2025,UPI-JABIR HUSAIN TAI-7161554265@YBL-SBIN 29291-317576701274-PAYMENT FROM PHONE,29441.46,Transfers
07/04/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-250278225037-BLINKIT PAYMENT,382.27,Food & Dining
07/04/2025,UPI-BIGBASKET-8955815259@HDFCBANK HDFC0MERUPI-776059953530-GROCERY ORDER,2356.28,Groceries
07/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-168458409347-PAYMENT FOR 100006,1737.05,Transport
08/04/2025,UPI-ETISHA MITTAL-8001841096-1@AXL-UBIN0 252806-226074857013-PAYMENT FROM PHONE,1930.04,Transfers
09/04/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-535835095633-BLINKIT PAYMENT,213.6,Food & Dining
09/04/2025,UPI-UBER-9610531051@HDFCBANK HDFC0MERUPI-697948017186-RIDE PAYMENT,1652.92,Transport
10/04/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S28249@PT Y-YESB0MCHUPI-191863849977-PAYMENT FROM PHONE,13997.49,Transfers
10/04/2025,UPI-ZERODHA-9490670634@ZERODHA,8804.75,Investment
11/04/2025,UPI-JAI APPARELS-GPAY-36177187579@OKBIZA XIS-UTIB0000553-582508640239-PAYMENT FRO M PHONE,6990.01,Shopping
13/04/2025,UPI-FLIPKART PAYMENTS-PAYTM-84811281@PTY BL-YESB0PTMUPI-831502898750-EXPRESS,7928.97,Shopping
14/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-884806018775-PAYMENT FOR 100006,1638.66,Transport
14/04/2025,UPI-BPCL UFILL 7-PAYTMQR23789566@PAYTM-YE SB0PTMUPI-929571145741-PAYMENT FROM PHON E,490.05,Transport
14/04/2025,UPI-JABIR HUSAIN TAI-8459909729@YBL-SBIN 80017-107139805111-PAYMENT FROM PHONE,30577.23,Transfers
15/04/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT3@AXL -UTIB0AXLUPI-634658806175-PAYMENT FROM P HONE,1502.69,Bills & Utilities
16/04/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-759470296249-UPIINTENT,709.37,Food & Dining
16/04/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-140889838483-BLINKIT PAYMENT,779.48,Food & Dining
16/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-314992196718-PAYMENT FOR 100006,1003.36,Transport
16/04/2025,ACH/PPFAS MF/SIP/FLEXI CAP,3420.59,Investment
17/04/2025,UPI-JAIN DAIRY COLDRINKS-Q821949978@YBL- YESB0YBLUPI-243608117561-PAYMENT FROM PH ONE,743.45,Food & Dining
17/04/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-616812830588-MONTHLY AUTOPA Y. C,660.71,Food & Dining
18/04/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.59679944 1466@HDFCBANK-HDFC0MERUPI-403207201455-P AYMENT FROM PHONE,1625.83,Groceries
18/04/2025,UPI-KALA KUNJ KOTA-VYAPAR.950600154584@H DFCBANK-HDFC0MERUPI-417888935940-PAYMENT FROM PHONE,24617.69,Transfers
18/04/2025,UPI-SURESH KUMAR BANJARA-RAKESHSIOTA14-4@O KHDFCBANK-HDFC3300482-973565522844-PAYME NT FROM PHONE,14002.97,Transfers
19/04/2025,UPI-SWIGGY-9583392823@HDFCBANK-HDFC0MERUP I-247381576463-SWIGGY FOOD,398.4,Food & Dining
20/04/2025,UPI-OM NAMKEEN AND SNACK-Q505729925@YBL- UTIB0000553-822661273277-PAYMENT FROM PH ONE,415.75,Food & Dining
20/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-229942912005-PAYMENT FR OM PHONE,705.88,Groceries
21/04/2025,UPI-OM NAMKEEN AND SNACK-Q510957343@YBL- HDFC0MERUPI-482741347697-PAYMENT FROM PH ONE,670.73,Food & Dining
21/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 375889.RZP@RXAXIS-UTIB0000RZP-628947836985 10-PAYMENT FROM PHONE,1431.21,Groceries
21/04/2025,UPI-UBER-8721823801@HDFCBANK HDFC0MERUPI-675157890866-RIDE PAYMENT,146.84,Transport
21/04/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 431623405012-PAYMENT FROM PHONE,1757.66,Healthcare
22/04/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-232381059371-PAYMENT FROM PHONE,361.47,Food & Dining
22/04/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-651162137185-PAYMENT FROM P HONE,1090.33,Bills & Utilities
22/04/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S49647@PT Y-YESB0MCHUPI-610322660900-PAYMENT FROM PHONE,36750.65,Transfers
22/04/2025,UPI-MR SIDDHARTH CHHABR-Q248079516@YBL-804793682482 YESB0YBLUPI-576784287875-PAYMENT FROM PH ONE,4544.22,Transfers
23/04/2025,UPI-TAKEUFORWARD-TAKEUFORWARD351915.RZP@ RXAIRTEL-AIRP0000011-726029694549-PAYMEN TTOTAKEUFORW,4236.91,Education
23/04/2025,UPI-KAMLESH KUMAR SIOTA-KAMLESHPAT37-5@O KHDFCBANK-HDFC9450699-874433410310-PAYME NT FROM PHONE,19468.66,Transfers
24/04/2025,UPI-OLA CABS-8897562766@PTYBL YESB0PTMUPI-691976696253-AUTO PAYMENT,444.66,Transport
24/04/2025,UPI-BPCL UFILL 8-PAYTMQR80316551@PAYTM-YE SB0PTMUPI-841656655822-PAYMENT FROM PHON E,1826.27,Transport
25/04/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-297891091779-UPIINTENT,309.13,Food & Dining
25/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 575097.RZP@RXAXIS-UTIB0000RZP-800204879433 99-PAYMENT FROM PHONE,2536.14,Groceries
26/04/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL26@ OKSBI-BKID0008860-962200040067-PAYMENT F ROM PHONE,37579.49,Transfers
28/04/2025,UPI-FLIPKART PAYMENTS-PAYTM-89988250@PTY BL-YESB0PTMUPI-855458208774-PAYMENT FROM PHONE,331.8,Shopping
28/04/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,972.83,Bills & Utilities
28/04/2025,UPI-JABIR HUSAIN TAI-7497710260@YBL-SBIN 93542-342261441403-PAYMENT FROM PHONE,42385.77,Transfers
01/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 148913.RZP@RXAXIS-UTIB0000RZP-669228760324 76-PAYMENT FROM PHONE,2084.08,Groceries
01/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-182651964577-PAYMENT FOR 100006,1740.05,Transport
01/05/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-466447880369-UPI INTENT,6970.35,Shopping
01/05/2025,UPI-KWATRA-IBKPOS.EP354561@ICICI-ICIC000 3766-328108348325-PAYMENT FROM PHONE,1390.81,Transfers
01/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-550817206062-UPIINTENT,622.18,Food & Dining
02/05/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@YBL -YESB0YBLUPI-234228394959-PAYMENT FROM P HONE,1735.98,Bills & Utilities
02/05/2025,UPI-MR SIDDHARTH CHHABR-Q996827744@YBL-808758912088 YESB0YBLUPI-854777368089-PAYMENT FROM PH ONE,8361.29,Transfers
02/05/2025,UPI-VIJAY JUICE POINT-PAYTM.S80669@PTY- YESB0MCHUPI-534707637191-PAYMENT FROM PH ONE,611.62,Food & Dining
03/05/2025,UPI-OLA CABS-9111054308@PTYBL YESB0PTMUPI-304612248477-AUTO PAYMENT,290.74,Transport
03/05/2025,UPI-ETISHA MITTAL-9990673004-4@AXL-UBIN0 532709-879781483494-PAYMENT FROM PHONE,34854.33,Transfers
03/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S35534@PT Y-YESB0MCHUPI-278592115706-PAYMENT FROM PHONE,11781.79,Transfers
03/05/2025,UPI-MR SIDDHARTH CHHABR-Q401534802@YBL-875799510441 YESB0YBLUPI-804690233041-PAYMENT FROM PH ONE,33379.96,Transfers
03/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-853548439783-UPIINTENT,313.68,Food & Dining
03/05/2025,UPI-TAKEUFORWARD-TAKEUFORWARD221865.RZP@ RXAIRTEL-AIRP0000011-613275894069-PAYMEN TTOTAKEUFORW,2965.18,Education
03/05/2025,UPI-JABIR HUSAIN TAI-7546524824@YBL-SBIN 28675-505187562910-PAYMENT FROM PHONE,6273.55,Transfers
03/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.638930252908@H DFCBANK-HDFC0MERUPI-977241645637-PAYMENT FROM PHONE,20777.18,Transfers
04/05/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-201192300309-MONTHLY AUTOPA Y. C,754.73,Food & Dining
04/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-964003323573-PAYMENT FOR 100006,176.31,Transport
04/05/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-830851131815-UPI INTENT,1699.87,Shopping
04/05/2025,UPI-MSBHUMI JUNCTION NX-EAZYPAY.ZKIAW81A 9SND4LR@ICICI-ICIC0DC0099-320045484201-P AYMENT FROM PHONE,1088.8,Bills & Utilities
04/05/2025,UPI-RAKSHA NYATI-Q373954635@YBL-YESB0YBL UPI-524413742633-PAYMENT FROM PHONE,671.08,Healthcare
04/05/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-531425718658-PAYMENT FROM PHONE,31440.52,Transfers
04/05/2025,ACH/SBI MF/SIP/BLUECHIP FUND,9899.98,Investment
04/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-228731201987-PAYMENT FROM PHONE,375.73,Food & Dining
04/05/2025,UPI-DELHI WATCH ELECTR-GPAY-1643078586 62@OKBIZAXIS-UTIB0000553-203847523590-PAY MENT FROM PHONE,5970.88,Shopping
04/05/2025,UPI-SHREERAM STATIONERY -Q55974777@YBL-B KID9565613-547117719391-PAYMENT FROM PHO NE,3490.66,Education
04/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S91135@PT Y-YESB0MCHUPI-718496499110-PAYMENT FROM PHONE,2450.91,Transfers
04/05/2025,UPI-MAHESH KUMAR MALI-8610169362@YBL-SBI N0030057-495258178786-PAYMENT FROM PHONE,6546.06,Transfers
05/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-368279175696-BLINKIT PAYMENT,309.76,Food & Dining
05/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-212794453775-BLINKIT PAYMENT,695.31,Food & Dining
05/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-293705955940-PAYMENT FOR 100006,1361.84,Transport
05/05/2025,UPI-OM NAMKEEN AND SNACK-Q357303601@YBL- BARB0INDKAT-702961944769-PAYMENT FROM PH ONE,795.11,Food & Dining
05/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 337642.RZP@RXAXIS-UTIB0000RZP-490739513023 26-PAYMENT FROM PHONE,1003.1,Groceries
05/05/2025,UPI-ETISHA MITTAL-9226665556-5@AXL-UBIN0 712435-603816503000-PAYMENT FROM PHONE,43931.05,Transfers
06/05/2025,UPI-SWIGGY-7672978639@HDFCBANK-HDFC0MERUP I-626020979184-SWIGGY FOOD,749.69,Food & Dining
06/05/2025,UPI-DINESH KUMAR PATIDA-SURESHSINGH25-2@O KHDFCBANK-HDFC9433447-448356079088-PAYME NT FROM PHONE,30906.2,Transfers
06/05/2025,UPI-JAIN DAIRY COLDRINKS-Q689204557@YBL- YESB0YBLUPI-500477815186-PAYMENT FROM PH ONE,655.56,Food & Dining
06/05/2025,ACH/JIO/RECHARGE/4G PLAN,831.07,Bills & Utilities
06/05/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,1450.57,Bills & Utilities
06/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.442632165120@H DFCBANK-HDFC0MERUPI-297357379611-PAYMENT FROM PHONE,23935.18,Transfers
07/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-566902306057-UPIINTENT,679.89,Food & Dining
07/05/2025,UPI-BPCL UFILL 4-PAYTMQR46208610@PAYTM-YE SB0PTMUPI-454641747379-PAYMENT FROM PHON E,579.76,Transport
07/05/2025,UPI-UBER-8031130343@HDFCBANK HDFC0MERUPI-279840209546-RIDE PAYMENT,1902.03,Transport
07/05/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL25@ OKSBI-BKID0008860-389537267030-PAYMENT F ROM PHONE,22383.39,Transfers
08/05/2025,UPI-SWIGGY-7874667922@HDFCBANK-HDFC0MERUP I-803446934035-SWIGGY FOOD,532.52,Food & Dining
08/05/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-120284131798-UPIQR,2744.78,Shopping
08/05/2025,UPI-MAHESH KUMAR MALI-8764616914@YBL-SBI N0030057-756673308859-PAYMENT FROM PHONE,24022.51,Transfers
08/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 846302.RZP@RXAXIS-UTIB0000RZP-997189760659 40-PAYMENT FROM PHONE,1371.02,Groceries
08/05/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-63782801 4696-PAYMENT FOR REFCL6,7903.25,Shopping
08/05/2025,UPI-MAHESH KUMAR MALI-7962466764@YBL-SBI N0030057-351697480029-PAYMENT FROM PHONE,4359.55,Transfers
09/05/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-216129399322-MONTHLY AUTOPA Y. C,409.04,Food & Dining
09/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-461115585364-UPIINTENT,730.53,Food & Dining
09/05/2025,UPI-ETISHA MITTAL-8395275072-5@AXL-UBIN0 209095-613676563011-PAYMENT FROM PHONE,22665.93,Transfers
09/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-345810966652-UPIINTENT,621.82,Food & Dining
10/05/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T223-9@OKICICI-ICIC3111177-912931201407- PAYMENT FROM PHONE,1983.38,Transport
10/05/2025,UPI-JABIR HUSAIN TAI-8604996392@YBL-SBIN 38987-975013180499-PAYMENT FROM PHONE,28003.13,Transfers
11/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-975555089500-BLINKIT PAYMENT,540.13,Food & Dining
11/05/2025,UPI-SWIGGY-7728179922@HDFCBANK-HDFC0MERUP I-921493390402-SWIGGY FOOD,608.88,Food & Dining
11/05/2025,UPI-RAVI CARPENTER-9349054385@YBL-SBIN0 93080-876773522429-PAYMENT FROM PHONE,1993.53,Transport
11/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-73227556@PTY BL-YESB0PTMUPI-700605672251-PAYMENT FROM PHONE,4073.51,Shopping
11/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.307442055867@H DFCBANK-HDFC0MERUPI-657051099354-PAYMENT FROM PHONE,13137.34,Transfers
11/05/2025,UPI-BPCL UFILL 4-PAYTMQR83977005@PAYTM-YE SB0PTMUPI-629438941858-PAYMENT FROM PHON E,1730.38,Transport
12/05/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-412417687792-MONTHLY AUTOPA Y. C,285.53,Food & Dining
12/05/2025,UPI-BIGBASKET-9375548402@HDFCBANK HDFC0MERUPI-976038314050-GROCERY ORDER,235.42,Groceries
12/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.460361191148@H DFCBANK-HDFC0MERUPI-230083814823-PAYMENT FROM PHONE,38759.75,Transfers
12/05/2025,UPI-BPCL UFILL 3-PAYTMQR92324445@PAYTM-YE SB0PTMUPI-749263292815-PAYMENT FROM PHON E,1156.48,Transport
12/05/2025,UPI-BPCL UFILL 5-PAYTMQR20116117@PAYTM-YE SB0PTMUPI-390253163153-PAYMENT FROM PHON E,1914.78,Transport
12/05/2025,ACH/PPFAS MF/SIP/FLEXI CAP,6891.4,Investment
13/05/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T252-6@OKICICI-ICIC7981244-911842008367- PAYMENT FROM PHONE,255.33,Transport
13/05/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 19687-613291330114-MANDATEEXECUTE,1989.78,Bills & Utilities
13/05/2025,UPI-TAKEUFORWARD-TAKEUFORWARD583223.RZP@ RXAIRTEL-AIRP0000011-506800435925-PAYMEN TTOTAKEUFORW,2966.68,Education
13/05/2025,UPI-BIGBASKET-8819992213@HDFCBANK HDFC0MERUPI-533665066572-GROCERY ORDER,385.16,Groceries
13/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-793152455918-PAYMENT FOR 100006,195.93,Transport
13/05/2025,UPI-OLA CABS-9327664795@PTYBL YESB0PTMUPI-761046640332-AUTO PAYMENT,888.86,Transport
14/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-70072398@PTY BL-YESB0PTMUPI-781582911059-EXPRESS,1625.8,Shopping
14/05/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 33064-143547058609-MANDATEEXECUTE,1528.73,Bills & Utilities
14/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-110039403047-PAYMENT FROM PHONE,245.62,Food & Dining
14/05/2025,UPI-OLA CABS-9220492799@PTYBL YESB0PTMUPI-876056829151-AUTO PAYMENT,1026.64,Transport
14/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-372771633254-PAYMENT FOR 100006,1175.29,Transport
15/05/2025,UPI-SWIGGY-9056529699@HDFCBANK-HDFC0MERUP I-386899209175-SWIGGY FOOD,504.37,Food & Dining
15/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-169944145387-PAYMENT FROM PHONE,708.5,Food & Dining
15/05/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-379146690296-PAYMENT FROM PHONE,41961.43,Transfers
15/05/2025,UPI-ETISHA MITTAL-7658608488-3@AXL-UBIN0 864313-233967193763-PAYMENT FROM PHONE,31303.82,Transfers
16/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-922654223677-PAYMENT FR OM PHONE,538.13,Groceries
16/05/2025,UPI-BIGBASKET-7492143012@HDFCBANK HDFC0MERUPI-857300741372-GROCERY ORDER,836.26,Groceries
16/05/2025,UPI-OLA CABS-9776154329@PTYBL YESB0PTMUPI-219242304764-AUTO PAYMENT,647.09,Transport
16/05/2025,UPI-AMAZON PAY-8655098540@AMAZON UTIB0000100-121690165833-ORDER PAYMENT,6444.43,Shopping
16/05/2025,UPI-RAKSHA NYATI-Q975323755@YBL-YESB0YBL UPI-212986564662-PAYMENT FROM PHONE,101.49,Healthcare
18/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-405857898804-PAYMENT FR OM PHONE,1693.85,Groceries
18/05/2025,UPI-JAIN GENERAL AND STA-Q964214765@YBL- YESB0YBLUPI-605793706427-PAYMENT FROM PH ONE,762.26,Groceries
18/05/2025,UPI-OLA CABS-7333978866@PTYBL YESB0PTMUPI-756371046862-AUTO PAYMENT,480.44,Transport
18/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-36238510@PTY BL-YESB0PTMUPI-621799939487-PAYMENT FROM PHONE,7283.6,Shopping
18/05/2025,UPI-KWATRA-IBKPOS.EP147717@ICICI-ICIC000 6912-609214453702-PAYMENT FROM PHONE,22007.95,Transfers
18/05/2025,UPI-AMAZON PAY-8631247126@AMAZON UTIB0000100-525291200060-ORDER PAYMENT,6782.1,Shopping
19/05/2025,UPI-KWATRA-IBKPOS.EP679398@ICICI-ICIC000 1315-929610248040-PAYMENT FROM PHONE,12639.04,Transfers
19/05/2025,UPI-MAHESH KUMAR MALI-7410739117@YBL-SBI N0030057-446525025054-PAYMENT FROM PHONE,9530.43,Transfers
19/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-171515774622-UPIINTENT,254.62,Food & Dining
19/05/2025,UPI-MS KAMAL ENTERPRISES-Q218073366@YBL YESB0MCHUPI-699573520627-PAYMENT FROM PH ONE,672.11,Groceries
19/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-24231109@PTY BL-YESB0PTMUPI-902259011883-PAYMENT FROM PHONE,7195.51,Shopping
19/05/2025,UPI-KWATRA-IBKPOS.EP330991@ICICI-ICIC000 5866-255201803354-PAYMENT FROM PHONE,20305.68,Transfers
20/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-896829075351-PAYMENT FR OM PHONE,1466.37,Groceries
20/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-830553939552-PAYMENT FOR 100006,302.81,Transport
20/05/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL58@ OKSBI-BKID0008860-711312227153-PAYMENT F ROM PHONE,7924.18,Transfers
20/05/2025,UPI-KWATRA-IBKPOS.EP655748@ICICI-ICIC000 1964-827422359397-PAYMENT FROM PHONE,12444.91,Transfers
20/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.155469432464@H DFCBANK-HDFC0MERUPI-561947653017-PAYMENT FROM PHONE,19395.1,Transfers
20/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-517290434884-UPIINTENT,679.54,Food & Dining
20/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-19192086@PTY BL-YESB0PTMUPI-532725068838-PAYMENT FROM PHONE,4753.55,Shopping
20/05/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 739859391055-PAYMENT FROM PHONE,910.02,Healthcare
21/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-165685583169-UPIINTENT,705.95,Food & Dining
21/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-749691707216-BLINKIT PAYMENT,628.87,Groceries
21/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S10576@PT Y-YESB0MCHUPI-207394967812-PAYMENT FROM PHONE,30016.05,Transfers
