Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
03/03/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-518261141402-BLINKIT PAYMENT,5540287554642809,03/03/2025,530.22,,-254445.5
03/03/2025,UPI-MS KAMAL ENTERPRISES-Q180881637@YBL BARB0INDKAT-769315587223-PAYMENT FROM PH ONE,3320105073500137,03/03/2025,1769.69,,-256215.19
03/03/2025,UPI-KALA KUNJ KOTA-VYAPAR.155807589653@H DFCBANK-HDFC0MERUPI-992083415970-PAYMENT FROM PHONE,4680934961744210,03/03/2025,11177.06,,-267392.25
03/03/2025,ACH/SBI MF/SIP/BLUECHIP FUND,1069870799022737,03/03/2025,6358.89,,-273751.14
03/03/2025,ACH/ICICI BANK/EMI/PERSONAL LOAN,3907313363087088,03/03/2025,16238.38,,-289989.52
04/03/2025,UPI-LOCAL DHABA-PAYTMQR5509336@PTYS YESB0PTMUPI-940990823231-PAYMENT FROM PHONE,2340233711447973,04/03/2025,671.92,,-290661.44
04/03/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.97751303 2694@HDFCBANK-HDFC0MERUPI-230141624009-P AYMENT FROM PHONE,4727727504471646,04/03/2025,2812.42,,-293473.86
05/03/2025,UPI-BPCL UFILL 1-PAYTMQR55400464@PAYTM-YE SB0PTMUPI-327263999349-PAYMENT FROM PHON E,1285637893505244,05/03/2025,1713.26,,-295187.12
05/03/2025,UPI-KALA KUNJ KOTA-VYAPAR.937024173932@H DFCBANK-HDFC0MERUPI-603420599061-PAYMENT FROM PHONE,6771957476444669,05/03/2025,31620.88,,-326808.0
06/03/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-67741078 3371-PAYMENT FOR REFCL5,4219583494703504,06/03/2025,6702.11,,-333510.11
06/03/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-624244833350-PAYMENT FROM PHONE,5172736535087438,06/03/2025,27513.61,,-361023.72
07/03/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL52@OKHDFCB ANK-HDFC0005830-505038195653-UPI,5937036952974298,07/03/2025,,11264.77,-349758.95
08/03/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-864010160494-UPIINTENT,6363014822996096,08/03/2025,469.74,,-350228.69
09/03/2025,UPI-MR SIDDHARTH CHHABR-Q301669839@YBL-104277657699 YESB0YBLUPI-389141786852-PAYMENT FROM PH ONE,1803620296289155,09/03/2025,7221.31,,-357450.0
10/03/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-384962788989-PAYMENT FROM PHONE,3179943963605191,10/03/2025,20819.69,,-378269.69
10/03/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-308803454163-PAYMENT FROM PHONE,4601286802945468,10/03/2025,36161.7,,-414431.39
11/03/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-602545621527-UPIINTENT,2746553240188472,11/03/2025,712.69,,-415144.08
11/03/2025,UPI-BIGBASKET-9025430362@HDFCBANK HDFC0MERUPI-477258309689-GROCERY ORDER,2858765664698872,11/03/2025,717.21,,-415861.29
11/03/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-270256601329-PAYMENT FOR 100006,9800252011662312,11/03/2025,661.58,,-416522.87
11/03/2025,UPI-TAKEUFORWARD-TAKEUFORWARD805384.RZP@ RXAIRTEL-AIRP0000011-122998039080-PAYMEN TTOTAKEUFORW,6243277528890117,11/03/2025,1759.34,,-418282.21
12/03/2025,UPI-MR PANKAJ BHAT-8202052907-2@YBL-CBI N4028207-426489377890-PAYMENT FROM PHONE,2897549356814993,12/03/2025,,38987.97,-379294.24
13/03/2025,UPI-ZERODHA-8083324753@ZERODHA,2290464750992225,13/03/2025,1446.47,,-380740.71
14/03/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-696604358256-UPIINTENT,3784035524309862,14/03/2025,140.47,,-380881.18
14/03/2025,UPI-SWIGGY-9403327209@HDFCBANK-HDFC0MERUP I-531873804073-SWIGGY FOOD,2313644888508107,14/03/2025,514.27,,-381395.45
14/03/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-741996848480-MONTHLY AUTOPA Y. C,1022226029468351,14/03/2025,523.29,,-381918.74
14/03/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-513747133072-PAYMENT FOR 100006,6807724287125675,14/03/2025,1243.78,,-383162.52
14/03/2025,UPI-MR SIDDHARTH CHHABR-Q985704776@YBL-567030081901 YESB0YBLUPI-751763986220-PAYMENT FROM PH ONE,6550169566749491,14/03/2025,27101.55,,-410264.07
14/03/2025,UPI-RAKESH KUMAR PATIDA-SURESHSINGH61-5@O KHDFCBANK-HDFC9231362-283032373631-PAYME NT FROM PHONE,6243364988204237,14/03/2025,41310.24,,-451574.31
14/03/2025,UPI-MR SIDDHARTH CHHABR-Q164439759@YBL-579587947480 YESB0YBLUPI-356316691548-PAYMENT FROM PH ONE,9729473403387486,14/03/2025,2720.47,,-454294.78
15/03/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL48@OKHDFCB ANK-HDFC0005830-492616339404-UPI,4926209815411255,15/03/2025,,5479.32,-448815.46
15/03/2025,UPI-JAIN DAIRY COLDRINKS-Q532679505@YBL- YESB0YBLUPI-270317354052-PAYMENT FROM PH ONE,9637611176135687,15/03/2025,690.61,,-449506.07
16/03/2025,UPI-OLA CABS-8907758077@PTYBL YESB0PTMUPI-836776580490-AUTO PAYMENT,7426567976492360,16/03/2025,1945.84,,-451451.91
16/03/2025,UPI-OLA CABS-8668468694@PTYBL YESB0PTMUPI-935790339387-AUTO PAYMENT,2494140458936981,16/03/2025,277.4,,-451729.31
16/03/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 614546432901-PAYMENT FROM PHONE,9696863221689991,16/03/2025,953.43,,-452682.74
17/03/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-108909814033-MONTHLY AUTOPA Y. C,9756795105324276,17/03/2025,123.86,,-452806.6
17/03/2025,UPI-KALA KUNJ KOTA-VYAPAR.512905480770@H DFCBANK-HDFC0MERUPI-190947900732-PAYMENT FROM PHONE,3583073180888553,17/03/2025,6940.11,,-459746.71
17/03/2025,UPI-MAHESH KUMAR MALI-9465881819@YBL-SBI N0030057-375759689348-PAYMENT FROM PHONE,7239318719163250,17/03/2025,24165.45,,-483912.16
18/03/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL19@ OKSBI-BKID0008860-549571144995-PAYMENT F ROM PHONE,6714881264433522,18/03/2025,7547.05,,-491459.21
18/03/2025,UPI-JABIR HUSAIN TAI-9755021595@YBL-SBIN 46345-284595722272-PAYMENT FROM PHONE,7662853854870878,18/03/2025,32256.0,,-523715.21
19/03/2025,UPI-OLA CABS-8055950326@PTYBL YESB0PTMUPI-795605498103-AUTO PAYMENT,1157687716630782,19/03/2025,245.32,,-523960.53
19/03/2025,UPI-DELHI WATCH ELECTR-GPAY-1475450390 88@OKBIZAXIS-UTIB0000553-186050824192-PAY MENT FROM PHONE,2703467952994588,19/03/2025,342.73,,-524303.26
19/03/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-697602542502-UPI INTENT,7393218155685045,19/03/2025,168.79,,-524472.05
19/03/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 93556-293160750391-MANDATEEXECUTE,1662907447225158,19/03/2025,1133.46,,-525605.51
19/03/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@YBL -YESB0YBLUPI-665659602426-PAYMENT FROM P HONE,2613208763630931,19/03/2025,1969.14,,-527574.65
19/03/2025,UPI-JABIR HUSAIN TAI-8694573834@YBL-SBIN 53853-677394840097-PAYMENT FROM PHONE,6345412716556426,19/03/2025,10740.33,,-538314.98
20/03/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG471@AXL 6612145-853429372604-PAYMENT FROM PH ONE,7730011125832982,20/03/2025,,4648.9,-533666.08
20/03/2025,UPI-DEVKARAN MEENA-9168068395@YBL-FINO00 91116-639498830068-PAYMENT FROM PHONE,6286959050115087,20/03/2025,,44361.99,-489304.09
20/03/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-376120950355-BLINKIT PAYMENT,6599403101223004,20/03/2025,628.39,,-489932.48
20/03/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,5773517357314135,20/03/2025,403.48,,-490335.96
21/03/2025,UPI-MAHESH KUMAR MALI-8989616166@YBL-SBI N0030057-994630611936-PAYMENT FROM PHONE,4160537624582483,21/03/2025,,33481.57,-456854.39
21/03/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T290-3@OKICICI-ICIC3758552-963616367488- PAYMENT FROM PHONE,2927066460742738,21/03/2025,57.49,,-456911.88
21/03/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,9701480470912566,21/03/2025,247.85,,-457159.73
21/03/2025,UPI-SURESH KUMAR SIOTA-RAKESHSIOTA82-1@O KHDFCBANK-HDFC9035675-100565824362-PAYME NT FROM PHONE,9252702893626012,21/03/2025,30474.74,,-487634.47
22/03/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL94@OKHDFCB ANK-HDFC0005830-293964169676-UPI,6995852191957662,22/03/2025,,36816.86,-450817.61
22/03/2025,UPI-SWIGGY-7569366690@HDFCBANK-HDFC0MERUP I-562988908301-SWIGGY FOOD,6518541184226492,22/03/2025,82.45,,-450900.06
22/03/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-193921750086-PAYMENT FR OM PHONE,3069206513416927,22/03/2025,174.85,,-451074.91
22/03/2025,UPI-BIGBASKET-9815168068@HDFCBANK HDFC0MERUPI-672984828762-GROCERY ORDER,8029669927317372,22/03/2025,1693.49,,-452768.4
22/03/2025,UPI-UBER-9887485440@HDFCBANK HDFC0MERUPI-493921566106-RIDE PAYMENT,9106074705436443,22/03/2025,1099.51,,-453867.91
23/03/2025,UPI-MAHESH KUMAR MALI-7641180365@YBL-SBI N0030057-871272586536-PAYMENT FROM PHONE,3213960221746603,23/03/2025,,20595.74,-433272.17
23/03/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL83@OKHDFCB ANK-HDFC0005830-380065876813-UPI,6285481474686611,23/03/2025,,514.53,-432757.64
23/03/2025,UPI-DEVKARAN MEENA-9013650640@YBL-FINO00 95396-630639716299-PAYMENT FROM PHONE,1725952666603500,23/03/2025,,36451.58,-396306.06
23/03/2025,UPI-SWIGGY-9297066171@HDFCBANK-HDFC0MERUP I-405860520628-SWIGGY FOOD,8344844483854949,23/03/2025,486.46,,-396792.52
23/03/2025,UPI-JAI APPARELS-GPAY-86529360309@OKBIZA XIS-UTIB0000553-919211126131-PAYMENT FRO M PHONE,8240412422078479,23/03/2025,6117.25,,-402909.77
23/03/2025,UPI-RAJ MEDICAL STORES-GPAY-25390509991@ OKBIZAXIS-UTIB0000553-715997426884-PAYME NT FROM PHONE,6423273083935218,23/03/2025,1316.89,,-404226.66
24/03/2025,UPI-CHAAPS N CURRIES-Q180157099@YBL-YESB 0YBLUPI-133460644707-PAYMENT FROM PHONE,6256503451137304,24/03/2025,629.38,,-404856.04
24/03/2025,UPI-VIJAY JUICE POINT-PAYTM.S28559@PTY- YESB0MCHUPI-580204247495-PAYMENT FROM PH ONE,9709480883039616,24/03/2025,642.49,,-405498.53
24/03/2025,UPI-SHREERAM STATIONERY -Q23442401@YBL-B KID3239463-146696512273-PAYMENT FROM PHO NE,4262238844657644,24/03/2025,2556.85,,-408055.38
25/03/2025,UPI-RAJ MEDICAL STORES-GPAY-24109151717@ OKBIZAXIS-UTIB0000553-896180305257-PAYME NT FROM PHONE,2908071848001228,25/03/2025,1569.01,,-409624.39
25/03/2025,UPI-KWATRA-IBKPOS.EP766384@ICICI-ICIC000 9491-648976945425-PAYMENT FROM PHONE,2160193302381019,25/03/2025,4662.8,,-414287.19
25/03/2025,UPI-KALA KUNJ KOTA-VYAPAR.134296762265@H DFCBANK-HDFC0MERUPI-445651507669-PAYMENT FROM PHONE,2619160164372315,25/03/2025,29418.17,,-443705.36
26/03/2025,UPI-BPCL UFILL 5-PAYTMQR16647061@PAYTM-YE SB0PTMUPI-889836775834-PAYMENT FROM PHON E,5031804117758306,26/03/2025,1017.45,,-444722.81
26/03/2025,UPI-UBER-8517660840@HDFCBANK HDFC0MERUPI-428406850353-RIDE PAYMENT,6768087428007554,26/03/2025,1388.32,,-446111.13
26/03/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL31@ OKSBI-BKID0008860-752142888325-PAYMENT F ROM PHONE,7602755850182855,26/03/2025,38640.11,,-484751.24
27/03/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.31368176 6036@HDFCBANK-HDFC0MERUPI-689561612163-P AYMENT FROM PHONE,3847415027645914,27/03/2025,636.05,,-485387.29
27/03/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-607276328730-PAYMENT FOR 100006,3592874282800046,27/03/2025,244.62,,-485631.91
27/03/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S96411@PT Y-YESB0MCHUPI-692701975943-PAYMENT FROM PHONE,2641045930715240,27/03/2025,24564.2,,-510196.11
27/03/2025,UPI-MAHESH KUMAR MALI-7641113193@YBL-SBI N0030057-729322226170-PAYMENT FROM PHONE,3932950768667209,27/03/2025,735.96,,-510932.07
28/03/2025,UPI-JABIR HUSAIN TAI-9029394129@YBL-SBIN 43822-891867646035-PAYMENT FROM PHONE,7500584165754841,28/03/2025,29151.98,,-540084.05
28/03/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-571060122773-PAYMENT FROM PHONE,6928308802315435,28/03/2025,5464.86,,-545548.91
01/04/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-384128602669-UPIINTENT,8075301715523695,01/04/2025,53.44,,-545602.35
01/04/2025,UPI-RAJ MEDICAL STORES-GPAY-69271277972@ OKBIZAXIS-UTIB0000553-901139848962-PAYME NT FROM PHONE,8526862620213454,01/04/2025,1096.77,,-546699.12
01/04/2025,ACH/ICICI BANK/EMI/PERSONAL LOAN,2949458831870257,01/04/2025,9527.97,,-556227.09
02/04/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,7182500012943107,02/04/2025,,90803,-465424.09
02/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 941322.RZP@RXAXIS-UTIB0000RZP-405830942095 72-PAYMENT FROM PHONE,9572466698082779,02/04/2025,794.03,,-466218.12
02/04/2025,ACH/JIO/RECHARGE/4G PLAN,2576308806562043,02/04/2025,1021.64,,-467239.76
03/04/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL25@OKHDFCB ANK-HDFC0005830-463427417274-UPI,9828710626919248,03/04/2025,,3218.48,-464021.28
03/04/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-434949480963-UPI INTENT,8937093148966679,03/04/2025,6522.82,,-470544.1
03/04/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL88@ OKSBI-BKID0008860-143182863109-PAYMENT F ROM PHONE,5071539891266964,03/04/2025,6134.84,,-476678.94
04/04/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG702@AXL 5523240-246962037225-PAYMENT FROM PH ONE,8160448809687533,04/04/2025,,13590.87,-463088.07
04/04/2025,UPI-SWIGGY-8057109543@HDFCBANK-HDFC0MERUP I-659766629666-SWIGGY FOOD,3593095281952230,04/04/2025,319.19,,-463407.26
04/04/2025,UPI-CHAAYOS-8095427514@HDFCBANK HDFC0MERUPI-943110898068-PAYMENT FROM PHONE,7894542774042437,04/04/2025,339.57,,-463746.83
04/04/2025,UPI-MAHESH KUMAR MALI-8492475338@YBL-SBI N0030057-671232762150-PAYMENT FROM PHONE,8373140346148329,04/04/2025,16268.83,,-480015.66
05/04/2025,UPI-MAHESH KUMAR MALI-9870499138@YBL-SBI N0030057-686126653391-PAYMENT FROM PHONE,7920318020556305,05/04/2025,,17697.82,-462317.84
05/04/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-525667495636-UPIINTENT,9929391880173324,05/04/2025,126.46,,-462444.3
05/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-106255225009-PAYMENT FOR 100006,1176254142469170,05/04/2025,1656.39,,-464100.69
05/04/2025,UPI-AMAZON PAY-8102762302@AMAZON UTIB0000100-942035312738-ORDER PAYMENT,9467180698219364,05/04/2025,6226.68,,-470327.37
05/04/2025,UPI-ETISHA MITTAL-9332318987-4@AXL-UBIN0 637646-333733104124-PAYMENT FROM PHONE,7193686860721565,05/04/2025,19436.24,,-489763.61
06/04/2025,UPI-DELHI WATCH ELECTR-GPAY-5752861317 23@OKBIZAXIS-UTIB0000553-543554516766-PAY MENT FROM PHONE,2437760761873170,06/04/2025,3163.43,,-492927.04
06/04/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-716418450904-UPIQR,4366885815140925,06/04/2025,236.74,,-493163.78
06/04/2025,UPI-JABIR HUSAIN TAI-7161554265@YBL-SBIN 29291-317576701274-PAYMENT FROM PHONE,1644035040865719,06/04/2025,29441.46,,-522605.24
07/04/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL60@OKHDFCB ANK-HDFC0005830-928020351830-UPI,5085755104187819,07/04/2025,,21666.62,-500938.62
07/04/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-250278225037-BLINKIT PAYMENT,4358964362018641,07/04/2025,382.27,,-501320.89
07/04/2025,UPI-BIGBASKET-8955815259@HDFCBANK HDFC0MERUPI-776059953530-GROCERY ORDER,4780545168317925,07/04/2025,2356.28,,-503677.17
07/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-168458409347-PAYMENT FOR 100006,6987376993398810,07/04/2025,1737.05,,-505414.22
08/04/2025,UPI-ETISHA MITTAL-8001841096-1@AXL-UBIN0 252806-226074857013-PAYMENT FROM PHONE,4346711039871771,08/04/2025,1930.04,,-507344.26
09/04/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG831@AXL 8811420-124206413984-PAYMENT FROM PH ONE,8330540833850993,09/04/2025,,5060.39,-502283.87
09/04/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-535835095633-BLINKIT PAYMENT,6304150732163230,09/04/2025,213.6,,-502497.47
09/04/2025,UPI-UBER-9610531051@HDFCBANK HDFC0MERUPI-697948017186-RIDE PAYMENT,7900471895626028,09/04/2025,1652.92,,-504150.39
10/04/2025,UPI-MAHESH KUMAR MALI-9588187818@YBL-SBI N0030057-264906193721-PAYMENT FROM PHONE,8942281021156465,10/04/2025,,25314.28,-478836.11
10/04/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S28249@PT Y-YESB0MCHUPI-191863849977-PAYMENT FROM PHONE,7233791830362745,10/04/2025,13997.49,,-492833.6
10/04/2025,UPI-ZERODHA-9490670634@ZERODHA,8369409822044115,10/04/2025,8804.75,,-501638.35
11/04/2025,UPI-JAI APPARELS-GPAY-36177187579@OKBIZA XIS-UTIB0000553-582508640239-PAYMENT FRO M PHONE,3562935547285106,11/04/2025,6990.01,,-508628.36
13/04/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 6629@AXL-SBIN0030057-641750623926-PAYMENT T FROM PHONE,5036364850966416,13/04/2025,,4875.36,-503753.0
13/04/2025,UPI-FLIPKART PAYMENTS-PAYTM-84811281@PTY BL-YESB0PTMUPI-831502898750-EXPRESS,4908913784911010,13/04/2025,7928.97,,-511681.97
14/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-884806018775-PAYMENT FOR 100006,9943861051094886,14/04/2025,1638.66,,-513320.63
14/04/2025,UPI-BPCL UFILL 7-PAYTMQR23789566@PAYTM-YE SB0PTMUPI-929571145741-PAYMENT FROM PHON E,1776373190727204,14/04/2025,490.05,,-513810.68
14/04/2025,UPI-JABIR HUSAIN TAI-8459909729@YBL-SBIN 80017-107139805111-PAYMENT FROM PHONE,3051584653430379,14/04/2025,30577.23,,-544387.91
15/04/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT3@AXL -UTIB0AXLUPI-634658806175-PAYMENT FROM P HONE,2938206412099955,15/04/2025,1502.69,,-545890.6
16/04/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-759470296249-UPIINTENT,5187333699993213,16/04/2025,709.37,,-546599.97
16/04/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-140889838483-BLINKIT PAYMENT,6796388587087073,16/04/2025,779.48,,-547379.45
16/04/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-314992196718-PAYMENT FOR 100006,3192614677747553,16/04/2025,1003.36,,-548382.81
16/04/2025,ACH/PPFAS MF/SIP/FLEXI CAP,4259968311031948,16/04/2025,3420.59,,-551803.4
17/04/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 1862@AXL-SBIN0030057-822332498727-PAYMENT T FROM PHONE,9886356037896855,17/04/2025,,3669.16,-548134.24
17/04/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG432@AXL 3787708-497689054834-PAYMENT FROM PH ONE,1847971965319070,17/04/2025,,37311.99,-510822.25
17/04/2025,UPI-JAIN DAIRY COLDRINKS-Q821949978@YBL- YESB0YBLUPI-243608117561-PAYMENT FROM PH ONE,8805181670768656,17/04/2025,743.45,,-511565.7
17/04/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-616812830588-MONTHLY AUTOPA Y. C,6496543306192406,17/04/2025,660.71,,-512226.41
18/04/2025,UPI-VINOD-VINODBAGADA4@AXL-SBIN0030057-6 169783736427-PAYMENT FROM PHONE,5309393594427604,18/04/2025,,12765.47,-499460.94
18/04/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.59679944 1466@HDFCBANK-HDFC0MERUPI-403207201455-P AYMENT FROM PHONE,2360676023458777,18/04/2025,1625.83,,-501086.77
18/04/2025,UPI-KALA KUNJ KOTA-VYAPAR.950600154584@H DFCBANK-HDFC0MERUPI-417888935940-PAYMENT FROM PHONE,4853719342345967,18/04/2025,24617.69,,-525704.46
18/04/2025,UPI-SURESH KUMAR BANJARA-RAKESHSIOTA14-4@O KHDFCBANK-HDFC3300482-973565522844-PAYME NT FROM PHONE,1919063203864550,18/04/2025,14002.97,,-539707.43
19/04/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 4929@AXL-SBIN0030057-297874975169-PAYMENT T FROM PHONE,7776045444876798,19/04/2025,,25360.08,-514347.35
19/04/2025,UPI-SWIGGY-9583392823@HDFCBANK-HDFC0MERUP I-247381576463-SWIGGY FOOD,7375410585673020,19/04/2025,398.4,,-514745.75
20/04/2025,UPI-OM NAMKEEN AND SNACK-Q505729925@YBL- UTIB0000553-822661273277-PAYMENT FROM PH ONE,5846433243712833,20/04/2025,415.75,,-515161.5
20/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-229942912005-PAYMENT FR OM PHONE,8386052415404935,20/04/2025,705.88,,-515867.38
21/04/2025,UPI-OM NAMKEEN AND SNACK-Q510957343@YBL- HDFC0MERUPI-482741347697-PAYMENT FROM PH ONE,8396913004148962,21/04/2025,670.73,,-516538.11
21/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 375889.RZP@RXAXIS-UTIB0000RZP-628947836985 10-PAYMENT FROM PHONE,2877094290883283,21/04/2025,1431.21,,-517969.32
21/04/2025,UPI-UBER-8721823801@HDFCBANK HDFC0MERUPI-675157890866-RIDE PAYMENT,9074033403576142,21/04/2025,146.84,,-518116.16
21/04/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 431623405012-PAYMENT FROM PHONE,2084396911769526,21/04/2025,1757.66,,-519873.82
22/04/2025,UPI-VINOD-VINODBAGADA8@AXL-SBIN0030057-4 963276344847-PAYMENT FROM PHONE,4952214650233822,22/04/2025,,31265.59,-488608.23
22/04/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-232381059371-PAYMENT FROM PHONE,2073198717636920,22/04/2025,361.47,,-488969.7
22/04/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-651162137185-PAYMENT FROM P HONE,3926625847595713,22/04/2025,1090.33,,-490060.03
22/04/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S49647@PT Y-YESB0MCHUPI-610322660900-PAYMENT FROM PHONE,9255670782489150,22/04/2025,36750.65,,-526810.68
22/04/2025,UPI-MR SIDDHARTH CHHABR-Q248079516@YBL-804793682482 YESB0YBLUPI-576784287875-PAYMENT FROM PH ONE,8375641782043931,22/04/2025,4544.22,,-531354.9
23/04/2025,UPI-TAKEUFORWARD-TAKEUFORWARD351915.RZP@ RXAIRTEL-AIRP0000011-726029694549-PAYMEN TTOTAKEUFORW,2720410782891325,23/04/2025,4236.91,,-535591.81
23/04/2025,UPI-KAMLESH KUMAR SIOTA-KAMLESHPAT37-5@O KHDFCBANK-HDFC9450699-874433410310-PAYME NT FROM PHONE,2996721560193236,23/04/2025,19468.66,,-555060.47
24/04/2025,UPI-OLA CABS-8897562766@PTYBL YESB0PTMUPI-691976696253-AUTO PAYMENT,4136724494747818,24/04/2025,444.66,,-555505.13
24/04/2025,UPI-BPCL UFILL 8-PAYTMQR80316551@PAYTM-YE SB0PTMUPI-841656655822-PAYMENT FROM PHON E,2628314340019170,24/04/2025,1826.27,,-557331.4
25/04/2025,UPI-MR PANKAJ BHAT-7360570425-4@YBL-CBI N6454966-559960699148-PAYMENT FROM PHONE,2650612570635430,25/04/2025,,5493.35,-551838.05
25/04/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-297891091779-UPIINTENT,2477935758239287,25/04/2025,309.13,,-552147.18
25/04/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 575097.RZP@RXAXIS-UTIB0000RZP-800204879433 99-PAYMENT FROM PHONE,9279348702926830,25/04/2025,2536.14,,-554683.32
26/04/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL26@ OKSBI-BKID0008860-962200040067-PAYMENT F ROM PHONE,4686370234796912,26/04/2025,37579.49,,-592262.81
28/04/2025,UPI-VINOD-VINODBAGADA6@AXL-SBIN0030057-5 996611760093-PAYMENT FROM PHONE,6660718342964029,28/04/2025,,24486.59,-567776.22
28/04/2025,UPI-FLIPKART PAYMENTS-PAYTM-89988250@PTY BL-YESB0PTMUPI-855458208774-PAYMENT FROM PHONE,1134033246715772,28/04/2025,331.8,,-568108.02
28/04/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,1485446168510299,28/04/2025,972.83,,-569080.85
